# ---
# Dataset courtesy of PF Duc (Department of Physics, McGill University).
# ---
# 1409 set the 1Dhe heater to 20 mA 
# 1801 the pressure is going down linearly but very slowly (maybe linked to 4K plate)
# 1802 set the 1Dhe heater to 15 mA 
# 1.389	6.01e-5	5.754
# 2205 set the 1Dhe heater to 11 mA
# 0000 set the 1DHe heater to be 8mA in 3 hours
# 0823 set the 1DHe heater to 15 mA as the flow didn't raise at last change 
# now the flow kicks up pretty much immediately!
# 1119 set the 1DHe heater to 35 mA
# 1344 put the HS-MC on again and the heater on 1DHe (now both HS are on)
# put more pressure on top of the cell (P4 is now 64.5 psi)
# 1539 started the regeneration of the mass spec and use the turbo on the wall for the time being
#
#C'Time(s)', 'PRESSURE(psi)', 'TEMPERATURE(C)', 'FLOW(mbarl/s)', 'P2(mbar)', '4K flange(K)', 'Still flange(K)', 'T MXC flange(K)', 'T_CH8(K)', 'R_CH8(Ohm)', 'heater(A)', 'dt(s)'
Time  PRESSURE  TEMPERATURE  FLOW  P2  4K_flange  Still_flange  T_MXC_flange  T_CH8  R_CH8  heater  dt
1505153332.271  6.488  22.972  3.61e-05  0.003126  3.68326  3.34678  6.88776  2.07859  0.0  0.0  1.82
1505153353.908  6.487  22.972  3.607e-05  0.003126  3.68326  3.34678  6.88776  2.06931  0.0  0.0  23.63
1505153375.717  6.49  22.969  3.605e-05  0.003126  3.68231  3.34977  6.88776  2.06931  0.0  0.0  45.18
1505153397.261  6.489  22.969  3.605e-05  0.003144  3.68231  3.3455  6.87122  2.06931  0.0  0.0  66.97
1505153419.044  6.475  22.969  3.605e-05  0.003126  3.68231  3.3455  6.86597  2.0297  0.0  0.0  88.52
1505153440.589  6.443  22.967  3.606e-05  0.003126  3.68231  3.3455  6.86597  2.00371  0.0  0.0  110.31
1505153462.398  6.403  22.967  3.608e-05  0.003144  3.66794  3.30896  6.86848  2.00371  0.0  0.0  132.09
1505153484.176  6.369  22.965  3.608e-05  0.003144  3.66794  3.30896  6.8951  2.00371  0.0  0.0  153.64
1505153505.719  6.341  22.965  3.605e-05  0.003144  3.66794  3.30896  6.87812  1.92293  0.0  0.0  175.44
1505153527.528  6.316  22.965  3.602e-05  0.003144  3.65633  3.30896  6.87812  1.90859  0.0  0.0  197.25
1505153549.337  6.292  22.963  3.597e-05  0.003126  3.65633  3.28728  6.81806  1.90859  0.0  0.0  218.81
1505153570.896  6.273  22.963  3.589e-05  0.003126  3.65633  3.28728  6.82195  1.90859  0.0  0.0  240.62
1505153592.705  6.257  22.963  3.58e-05  0.003126  3.65633  3.28728  6.82195  1.83888  0.0  0.0  262.18
1505153614.264  6.242  22.961  3.572e-05  0.003126  3.6496  3.2788  6.82195  1.83259  0.0  0.0  283.99
1505153636.073  6.231  22.958  3.564e-05  0.003144  3.6496  3.27656  6.73561  1.83259  0.0  0.0  305.78
1505153657.866  6.219  22.958  3.558e-05  0.003126  3.6496  3.27656  6.69044  1.8045  0.0  0.0  327.34
1505153679.425  6.209  22.956  3.552e-05  0.003126  3.6496  3.27656  6.69044  1.79432  0.0  0.0  349.17
1505153701.25  6.2  22.958  3.547e-05  0.003144  3.64591  3.26957  6.69044  1.79432  0.0  0.0  370.73
1505153722.809  6.194  22.956  3.542e-05  0.003126  3.64591  3.27288  6.6854  1.79432  0.0  0.0  392.53
1505153744.618  6.185  22.954  3.536e-05  0.003126  3.64591  3.27288  6.70328  1.78224  0.0  0.0  414.09
1505153766.177  6.177  22.954  3.53e-05  0.003126  3.64591  3.27288  6.70328  1.772  0.0  0.0  435.9
1505153787.986  6.173  22.954  3.523e-05  0.003126  3.64155  3.26753  6.70328  1.772  0.0  0.0  457.46
1505153809.545  6.169  22.952  3.516e-05  0.003144  3.64155  3.26753  6.66062  1.772  0.0  0.0  479.26
1505153831.339  6.165  22.949  3.51e-05  0.003126  3.64155  3.26753  6.6799  1.7617  0.0  0.0  500.86
1505153852.945  6.16  22.952  3.505e-05  0.003144  3.64394  3.26753  6.6799  1.75693  0.0  0.0  522.42
1505153874.504  6.157  22.949  3.5e-05  0.003126  3.64018  3.26366  6.60735  1.75693  0.0  0.0  543.98
1505153896.063  6.155  22.949  3.498e-05  0.003126  3.64018  3.26366  6.57485  1.75693  0.0  0.0  565.79
1505153917.872  6.152  22.947  3.497e-05  0.003144  3.64018  3.26366  6.57485  1.74926  0.0  0.0  587.35
1505153939.431  6.15  22.945  3.498e-05  0.003126  3.64071  3.26366  6.57485  1.74742  0.0  0.0  608.91
1505153960.99  6.147  22.945  3.498e-05  0.003144  3.64071  3.25437  6.51701  1.74742  0.0  0.0  630.47
1505153982.55  6.144  22.945  3.497e-05  0.003144  3.64071  3.25437  6.47478  1.73371  0.0  0.0  652.28
1505154004.358  6.143  22.943  3.495e-05  0.003126  3.64071  3.25437  6.47478  1.73217  0.0  0.0  673.87
1505154025.949  6.143  22.941  3.493e-05  0.003144  3.64084  3.2544  6.47478  1.73318  0.0  0.0  695.41
1505154047.493  6.142  22.941  3.492e-05  0.003144  3.64084  3.25231  6.39282  1.73318  0.0  0.0  717.22
1505154069.301  6.142  22.941  3.489e-05  0.003126  3.64084  3.25231  6.39167  1.72374  0.0  0.0  738.78
1505154090.861  6.142  22.941  3.489e-05  0.003144  3.64084  3.25231  6.39167  1.72458  0.0  0.0  760.59
1505154112.669  6.14  22.938  3.491e-05  0.003126  3.63769  3.25304  6.39167  1.72458  0.0  0.0  782.39
1505154134.478  6.139  22.936  3.493e-05  0.003144  3.63769  3.25304  6.38397  1.72458  0.0  0.0  803.95
1505154156.037  6.14  22.936  3.497e-05  0.003144  3.63769  3.25304  6.37137  1.71532  0.0  0.0  825.78
1505154177.862  6.137  22.936  3.501e-05  0.003144  3.63769  3.25304  6.37137  1.71477  0.0  0.0  847.32
1505154199.406  6.136  22.934  3.505e-05  0.003126  3.63976  3.25221  6.37137  1.71477  0.0  0.0  869.12
1505154221.199  6.134  22.932  3.508e-05  0.003126  3.63976  3.25221  6.28637  1.71477  0.0  0.0  890.91
1505154242.992  6.135  22.929  3.51e-05  0.003126  3.63976  3.25221  6.30329  1.70538  0.0  0.0  912.45
1505154264.536  6.134  22.929  3.511e-05  0.003144  3.63874  3.25221  6.30329  1.70875  0.0  0.0  934.25
1505154286.329  6.136  22.929  3.514e-05  0.003144  3.63874  3.24578  6.25089  1.70875  0.0  0.0  955.8
1505154307.888  6.134  22.927  3.516e-05  0.003126  3.63874  3.24578  6.24353  1.70875  0.0  0.0  977.38
1505154329.463  6.134  22.927  3.521e-05  0.003144  3.63874  3.24578  6.24353  1.70306  0.0  0.0  998.94
1505154351.022  6.134  22.927  3.527e-05  0.003126  3.63919  3.25131  6.24353  1.70057  0.0  0.0  1020.5
1505154372.581  6.133  22.925  3.535e-05  0.003144  3.63919  3.25104  6.20453  1.70057  0.0  0.0  1042.06
1505154394.141  6.132  22.923  3.542e-05  0.003144  3.63919  3.25104  6.1564  1.69868  0.0  0.0  1063.88
1505154415.965  6.132  22.923  3.548e-05  0.003126  3.63919  3.25104  6.1564  1.69273  0.0  0.0  1085.46
1505154437.54  6.132  22.923  3.553e-05  0.003144  3.63929  3.24554  6.1564  1.6918  0.0  0.0  1107.28
1505154459.364  6.131  22.918  3.558e-05  0.003126  3.63929  3.24764  6.09842  1.6918  0.0  0.0  1128.84
1505154480.924  6.132  22.918  3.562e-05  0.003126  3.63929  3.24764  6.10053  1.68858  0.0  0.0  1150.7
1505154502.779  6.133  22.918  3.568e-05  0.003126  3.63929  3.24764  6.10053  1.68563  0.0  0.0  1172.26
1505154524.339  6.13  22.918  3.57e-05  0.003126  3.63876  3.24566  6.10053  1.68563  0.0  0.0  1193.81
1505154545.898  6.132  22.916  3.577e-05  0.003126  3.63876  3.24566  6.03184  1.68563  0.0  0.0  1215.37
1505154567.457  6.132  22.916  3.583e-05  0.003126  3.63876  3.24566  6.01087  1.67837  0.0  0.0  1236.95
1505154589.032  6.129  22.914  3.592e-05  0.003126  3.64055  3.24566  6.01087  1.6821  0.0  0.0  1258.54
1505154610.622  6.13  22.916  3.604e-05  0.003126  3.63589  3.24242  6.06089  1.6821  0.0  0.0  1280.35
1505154632.431  6.131  22.914  3.61e-05  0.003126  3.63589  3.24242  5.91626  1.6821  0.0  0.0  1301.91
1505154653.99  6.131  22.912  3.617e-05  0.003126  3.63589  3.24242  5.96849  1.6794  0.0  0.0  1323.75
1505154675.83  6.129  22.912  3.623e-05  0.003126  3.63897  3.24242  5.96849  1.67335  0.0  0.0  1345.31
1505154697.39  6.128  22.912  3.628e-05  0.003126  3.63897  3.24154  5.87766  1.67335  0.0  0.0  1367.47
1505154719.557  6.128  22.909  3.633e-05  0.003126  3.63897  3.24154  5.8874  1.67713  0.0  0.0  1389.28
1505154741.366  6.128  22.909  3.639e-05  0.003144  3.63897  3.24154  5.8874  1.67011  0.0  0.0  1410.84
1505154762.925  6.13  22.909  3.647e-05  0.003144  3.63819  3.24218  5.8874  1.67201  0.0  0.0  1432.65
1505154784.734  6.127  22.907  3.653e-05  0.003126  3.63819  3.24085  5.82962  1.67201  0.0  0.0  1454.21
1505154806.293  6.129  22.907  3.661e-05  0.003144  3.63819  3.24085  5.79222  1.67029  0.0  0.0  1476.03
1505154828.118  6.129  22.907  3.67e-05  0.003126  3.63819  3.24085  5.79222  1.66592  0.0  0.0  1497.58
1505154849.662  6.131  22.905  3.681e-05  0.003144  3.63729  3.2433  5.79222  1.66592  0.0  0.0  1519.14
1505154871.221  6.131  22.905  3.69e-05  0.003144  3.63729  3.24097  5.72803  1.66592  0.0  0.0  1540.93
1505154893.014  6.132  22.905  3.699e-05  0.003144  3.63729  3.24097  5.75513  1.66405  0.0  0.0  1562.76
1505154914.838  6.132  22.905  3.707e-05  0.003126  3.63729  3.24097  5.75513  1.66041  0.0  0.0  1584.33
1505154936.413  6.132  22.903  3.712e-05  0.003126  3.63741  3.24174  5.64777  1.66041  0.0  0.0  1606.12
1505154958.206  6.13  22.903  3.718e-05  0.003126  3.63741  3.24174  5.67646  1.66041  0.0  0.0  1627.68
1505154979.766  6.129  22.903  3.723e-05  0.003144  3.63741  3.24174  5.67149  1.65746  0.0  0.0  1649.49
1505155001.575  6.128  22.903  3.73e-05  0.003126  3.6395  3.24174  5.67149  1.65711  0.0  0.0  1671.05
1505155023.134  6.125  22.903  3.739e-05  0.003126  3.6395  3.2388  5.69028  1.65711  0.0  0.0  1692.88
1505155044.958  6.125  22.903  3.748e-05  0.003126  3.6395  3.2388  5.63494  1.65711  0.0  0.0  1714.45
1505155066.533  6.125  22.903  3.759e-05  0.003126  3.6395  3.2388  5.63494  1.65136  0.0  0.0  1736.04
1505155088.124  6.123  22.903  3.769e-05  0.003126  3.63656  3.23876  5.63494  1.65463  0.0  0.0  1757.62
1505155109.698  6.122  22.901  3.778e-05  0.003126  3.63656  3.24085  5.6475  1.65463  0.0  0.0  1779.17
1505155131.243  6.121  22.901  3.787e-05  0.003144  3.63656  3.24085  5.56108  1.65461  0.0  0.0  1800.75
1505155152.833  6.122  22.901  3.792e-05  0.003144  3.63656  3.24085  5.56108  1.64869  0.0  0.0  1822.56
1505155174.642  6.122  22.903  3.797e-05  0.003144  3.63548  3.23543  5.56108  1.64899  0.0  0.0  1844.1
1505155196.186  6.12  22.903  3.804e-05  0.003126  3.63548  3.23798  5.47986  1.64899  0.0  0.0  1865.91
1505155217.995  6.121  22.901  3.811e-05  0.003144  3.63548  3.23798  5.53147  1.64838  0.0  0.0  1887.86
1505155239.944  6.121  22.903  3.82e-05  0.003126  3.63548  3.23798  5.53147  1.64825  0.0  0.0  1909.42
1505155261.503  6.122  22.901  3.831e-05  0.003126  3.63667  3.23968  5.53147  1.64825  0.0  0.0  1931.28
1505155283.359  6.12  22.903  3.842e-05  0.003144  3.63667  3.23968  5.4558  1.64825  0.0  0.0  1952.84
1505155304.918  6.12  22.903  3.852e-05  0.003126  3.63667  3.23968  5.44986  1.64208  0.0  0.0  1974.64
1505155326.727  6.118  22.905  3.86e-05  0.003126  3.63972  3.23968  5.44986  1.64175  0.0  0.0  1996.45
1505155348.536  6.117  22.905  3.867e-05  0.003126  3.63559  3.23602  5.5889  1.64175  0.0  0.0  2018.01
1505155370.095  6.118  22.905  3.872e-05  0.003126  3.63559  3.23602  5.37546  1.64175  0.0  0.0  2039.84
1505155391.919  6.117  22.905  3.878e-05  0.003126  3.63559  3.23602  5.37546  1.63729  0.0  0.0  2061.41
1505155413.494  6.117  22.903  3.885e-05  0.003126  3.63576  3.23602  5.37546  1.63763  0.0  0.0  2083.22
1505155435.303  6.115  22.907  3.895e-05  0.003126  3.63576  3.23756  5.41558  1.63763  0.0  0.0  2105.04
1505155457.128  6.115  22.905  3.904e-05  0.003126  3.63576  3.23756  5.33763  1.64099  0.0  0.0  2126.62
1505155478.702  6.119  22.907  3.914e-05  0.003126  3.63576  3.23756  5.33763  1.63378  0.0  0.0  2148.44
1505155500.527  6.118  22.907  3.925e-05  0.003144  3.63545  3.23573  5.33763  1.63389  0.0  0.0  2170.02
1505155522.102  6.118  22.907  3.935e-05  0.003144  3.63545  3.23625  5.24246  1.63389  0.0  0.0  2191.87
1505155543.943  6.117  22.907  3.943e-05  0.003144  3.63545  3.23625  5.26571  1.62782  0.0  0.0  2213.42
1505155565.502  6.117  22.909  3.951e-05  0.003144  3.63545  3.23625  5.26571  1.63011  0.0  0.0  2235.21
1505155587.282  6.115  22.909  3.956e-05  0.003126  3.63688  3.23594  5.26571  1.63011  0.0  0.0  2256.77
1505155608.857  6.113  22.909  3.962e-05  0.003144  3.63688  3.23809  5.27934  1.63011  0.0  0.0  2278.61
1505155630.697  6.113  22.912  3.969e-05  0.003126  3.63688  3.23809  5.24827  1.6249  0.0  0.0  2300.17
1505155652.256  6.114  22.912  3.977e-05  0.003144  3.63688  3.23809  5.24827  1.62148  0.0  0.0  2321.72
1505155673.8  6.115  22.914  3.985e-05  0.003144  3.6348  3.23618  5.24827  1.62148  0.0  0.0  2343.28
1505155695.359  6.114  22.914  3.995e-05  0.003144  3.6348  3.23618  5.11128  1.62148  0.0  0.0  2364.85
1505155716.934  6.113  22.916  4.007e-05  0.003144  3.6348  3.23618  5.13853  1.61969  0.0  0.0  2386.41
1505155738.493  6.113  22.916  4.016e-05  0.003144  3.63396  3.23618  5.13853  1.61456  0.0  0.0  2408.22
1505155760.302  6.115  22.916  4.025e-05  0.003144  3.63396  3.23432  5.17387  1.61456  0.0  0.0  2429.81
1505155781.892  6.114  22.918  4.032e-05  0.003126  3.63396  3.23432  5.09072  1.61456  0.0  0.0  2451.63
1505155803.717  6.114  22.921  4.039e-05  0.003126  3.63396  3.23432  5.09072  1.61326  0.0  0.0  2473.18
1505155825.26  6.114  22.921  4.044e-05  0.003144  3.63564  3.2365  5.09072  1.6139  0.0  0.0  2494.74
1505155846.819  6.113  22.921  4.05e-05  0.003144  3.63564  3.23534  5.05769  1.6139  0.0  0.0  2516.3
1505155868.379  6.112  22.923  4.056e-05  0.003144  3.63564  3.23534  5.06976  1.61171  0.0  0.0  2537.86
1505155889.938  6.111  22.925  4.064e-05  0.003144  3.63564  3.23534  5.06976  1.61025  0.0  0.0  2559.68
1505155911.762  6.11  22.925  4.073e-05  0.003126  3.63522  3.23178  5.06976  1.60944  0.0  0.0  2581.49
1505155933.571  6.11  22.925  4.084e-05  0.003144  3.63522  3.23542  4.94721  1.60944  0.0  0.0  2603.06
1505155955.146  6.111  22.927  4.095e-05  0.003144  3.63522  3.23542  4.97617  1.60706  0.0  0.0  2624.86
1505155976.939  6.109  22.929  4.103e-05  0.003144  3.63522  3.23542  4.97617  1.60295  0.0  0.0  2646.65
1505155998.733  6.108  22.932  4.112e-05  0.003144  3.63393  3.2342  4.97617  1.60295  0.0  0.0  2668.47
1505156020.557  6.108  22.932  4.119e-05  0.003144  3.63393  3.2342  4.92578  1.60295  0.0  0.0  2690.28
1505156042.366  6.109  22.934  4.124e-05  0.003144  3.63393  3.2342  4.90075  1.60027  0.0  0.0  2711.84
1505156063.925  6.108  22.934  4.129e-05  0.003144  3.63698  3.2342  4.90075  1.60036  0.0  0.0  2733.42
1505156085.5  6.107  22.936  4.137e-05  0.003144  3.63272  3.23222  4.85357  1.60036  0.0  0.0  2755.24
1505156107.321  6.108  22.936  4.145e-05  0.003144  3.63272  3.23222  4.87689  1.60036  0.0  0.0  2776.8
1505156128.881  6.108  22.936  4.156e-05  0.003144  3.63272  3.23222  4.87033  1.59471  0.0  0.0  2798.36
1505156150.44  6.108  22.941  4.168e-05  0.003144  3.63348  3.23222  4.87033  1.59559  0.0  0.0  2819.92
1505156171.999  6.109  22.941  4.18e-05  0.003144  3.63348  3.22795  4.80321  1.59559  0.0  0.0  2841.49
1505156193.574  6.107  22.943  4.193e-05  0.003144  3.63348  3.22795  4.76961  1.59566  0.0  0.0  2863.28
1505156215.367  6.108  22.943  4.203e-05  0.003144  3.63348  3.22795  4.76961  1.59061  0.0  0.0  2884.84
1505156236.927  6.107  22.943  4.21e-05  0.003144  3.63479  3.23412  4.76961  1.59137  0.0  0.0  2906.64
1505156258.72  6.106  22.945  4.219e-05  0.003144  3.63479  3.2317  4.74455  1.59137  0.0  0.0  2928.18
1505156280.263  6.106  22.947  4.227e-05  0.003144  3.63479  3.2317  4.70761  1.59119  0.0  0.0  2949.99
1505156302.072  6.106  22.949  4.235e-05  0.003144  3.63479  3.2317  4.70761  1.58938  0.0  0.0  2971.56
1505156323.647  6.105  22.952  4.244e-05  0.003144  3.6338  3.23209  4.70761  1.58938  0.0  0.0  2993.12
1505156345.206  6.105  22.949  4.253e-05  0.003144  3.6338  3.23346  4.64185  1.58938  0.0  0.0  3014.67
1505156366.747  6.103  22.952  4.268e-05  0.003144  3.6338  3.23346  4.64231  1.58273  0.0  0.0  3036.21
1505156388.291  6.101  22.954  4.278e-05  0.003144  3.6338  3.23346  4.64231  1.5843  0.0  0.0  3058.02
1505156410.1  6.1  22.956  4.291e-05  0.003144  3.63304  3.23306  4.61374  1.5843  0.0  0.0  3079.84
1505156431.924  6.099  22.956  4.305e-05  0.003144  3.63304  3.23306  4.61393  1.5843  0.0  0.0  3101.42
1505156453.499  6.098  22.958  4.315e-05  0.003144  3.63304  3.23306  4.58975  1.58034  0.0  0.0  3123.21
1505156475.292  6.097  22.958  4.324e-05  0.003144  3.63288  3.23306  4.58975  1.57825  0.0  0.0  3144.77
1505156496.851  6.097  22.961  4.332e-05  0.003144  3.63375  3.23083  4.57911  1.57825  0.0  0.0  3166.56
1505156518.645  6.097  22.963  4.34e-05  0.003144  3.63375  3.23083  4.51513  1.57825  0.0  0.0  3188.37
1505156540.453  6.098  22.965  4.347e-05  0.003144  3.63375  3.23083  4.51513  1.57478  0.0  0.0  3209.9
1505156561.981  6.097  22.967  4.357e-05  0.003144  3.63293  3.23222  4.51513  1.57569  0.0  0.0  3231.5
1505156583.587  6.098  22.969  4.368e-05  0.003144  3.63293  3.23079  4.47574  1.57569  0.0  0.0  3253.06
1505156605.147  6.1  22.969  4.381e-05  0.003144  3.63293  3.23079  4.49073  1.57334  0.0  0.0  3274.62
1505156626.706  6.1  22.972  4.394e-05  0.003144  3.63293  3.23079  4.49073  1.57162  0.0  0.0  3296.18
1505156648.265  6.101  22.974  4.405e-05  0.003144  3.63242  3.22733  4.49073  1.57185  0.0  0.0  3317.74
1505156669.824  6.099  22.974  4.418e-05  0.003144  3.63242  3.23175  4.42715  1.57185  0.0  0.0  3339.3
1505156691.384  6.099  22.976  4.426e-05  0.003144  3.63242  3.23175  4.4247  1.56815  0.0  0.0  3361.14
1505156713.224  6.098  22.978  4.434e-05  0.003144  3.63242  3.23175  4.4247  1.56579  0.0  0.0  3382.7
1505156734.783  6.1  22.981  4.441e-05  0.003144  3.63409  3.23189  4.4247  1.56579  0.0  0.0  3404.51
1505156756.592  6.101  22.981  4.45e-05  0.003144  3.63409  3.23189  4.35154  1.56579  0.0  0.0  3426.07
1505156778.151  6.104  22.983  4.457e-05  0.003144  3.63409  3.23189  4.33319  1.56278  0.0  0.0  3447.88
1505156799.96  6.104  22.985  4.466e-05  0.003144  3.63409  3.23189  4.33319  1.56383  0.0  0.0  3469.44
1505156821.519  6.106  22.987  4.478e-05  0.003144  3.63356  3.22971  4.4664  1.56383  0.0  0.0  3491.24
1505156843.328  6.107  22.989  4.492e-05  0.003144  3.63356  3.22971  4.31547  1.56383  0.0  0.0  3512.8
1505156864.887  6.107  22.989  4.503e-05  0.003144  3.63356  3.22971  4.30814  1.55969  0.0  0.0  3534.36
1505156886.446  6.107  22.992  4.513e-05  0.003144  3.63474  3.22971  4.30814  1.5569  0.0  0.0  3555.91
1505156907.99  6.108  22.996  4.523e-05  0.003144  3.63474  3.23064  4.29174  1.5569  0.0  0.0  3577.48
1505156929.565  6.107  22.996  4.53e-05  0.003144  3.63474  3.23064  4.27122  1.5569  0.0  0.0  3599.04
1505156951.124  6.109  22.998  4.539e-05  0.003144  3.63474  3.23064  4.27122  1.55885  0.0  0.0  3620.62
1505156972.699  6.109  23.0  4.546e-05  0.003144  3.63542  3.23211  4.27122  1.55839  0.0  0.0  3642.17
1505156994.258  6.106  23.003  4.553e-05  0.003144  3.63542  3.23025  4.24537  1.55839  0.0  0.0  3663.73
1505157015.817  6.108  23.005  4.562e-05  0.003144  3.63542  3.23025  4.2029  1.556  0.0  0.0  3685.29
1505157037.377  6.11  23.007  4.572e-05  0.003144  3.63542  3.23025  4.2029  1.55343  0.0  0.0  3706.87
1505157058.951  6.11  23.009  4.582e-05  0.003144  3.63536  3.23011  4.2029  1.553  0.0  0.0  3728.66
1505157080.745  6.11  23.009  4.596e-05  0.003144  3.63536  3.23286  4.18217  1.553  0.0  0.0  3750.45
1505157102.523  6.11  23.014  4.607e-05  0.003144  3.63536  3.23286  4.15107  1.55069  0.0  0.0  3772.26
1505157124.348  6.109  23.016  4.618e-05  0.003144  3.63536  3.23286  4.15107  1.55118  0.0  0.0  3794.07
1505157146.157  6.11  23.018  4.625e-05  0.003144  3.63419  3.22695  4.15107  1.55118  0.0  0.0  3815.65
1505157167.731  6.109  23.02  4.633e-05  0.003144  3.63419  3.22695  4.12373  1.55118  0.0  0.0  3837.44
1505157189.525  6.11  23.023  4.641e-05  0.003144  3.63419  3.22695  4.10637  1.55074  0.0  0.0  3859.02
1505157211.1  6.109  23.025  4.647e-05  0.003144  3.6353  3.22695  4.10637  1.55105  0.0  0.0  3880.81
1505157232.893  6.111  23.025  4.654e-05  0.003144  3.63316  3.22746  4.14498  1.55105  0.0  0.0  3902.59
1505157254.67  6.112  23.027  4.662e-05  0.003144  3.63316  3.22746  4.10064  1.55105  0.0  0.0  3924.15
1505157276.23  6.112  23.029  4.691e-05  0.003144  3.63316  3.22746  4.09619  1.54768  0.0  0.0  3945.94
1505157298.023  6.112  23.034  4.707e-05  0.003144  3.6335  3.22746  4.09619  1.54523  0.0  0.0  3967.5
1505157319.582  6.114  23.036  4.716e-05  0.003162  3.6335  3.22969  4.08905  1.54523  0.0  0.0  3989.31
1505157341.391  6.112  23.04  4.726e-05  0.003162  3.6335  3.22969  4.04592  1.55118  0.0  0.0  4010.87
1505157362.95  6.11  23.04  4.735e-05  0.003162  3.6335  3.22969  4.04592  1.54768  0.0  0.0  4032.68
1505157384.759  6.111  23.043  4.744e-05  0.003162  3.63406  3.22704  4.04592  1.54723  0.0  0.0  4054.22
1505157406.303  6.111  23.047  4.753e-05  0.003162  3.63406  3.22655  4.03289  1.54723  0.0  0.0  4075.79
1505157427.878  6.11  23.047  4.758e-05  0.003162  3.63406  3.22655  4.02327  1.54585  0.0  0.0  4097.35
1505157449.437  6.111  23.052  4.765e-05  0.003162  3.63406  3.22655  4.02327  1.54428  0.0  0.0  4118.91
1505157470.996  6.112  23.054  4.773e-05  0.003162  3.63535  3.22752  4.02327  1.54428  0.0  0.0  4140.47
1505157492.555  6.112  23.056  4.782e-05  0.003162  3.63535  3.22556  3.99841  1.54428  0.0  0.0  4162.27
1505157514.348  6.111  23.058  4.788e-05  0.003162  3.63535  3.22556  4.0072  1.54035  0.0  0.0  4183.81
1505157535.892  6.112  23.06  4.801e-05  0.003162  3.63535  3.22556  4.0072  1.54249  0.0  0.0  4205.66
1505157557.748  6.114  23.063  4.81e-05  0.003162  3.63665  3.22655  4.01607  1.54249  0.0  0.0  4227.22
1505157579.307  6.112  23.065  4.821e-05  0.003162  3.63665  3.22655  3.95903  1.54249  0.0  0.0  4249.03
1505157601.116  6.113  23.069  4.831e-05  0.003162  3.63665  3.22655  3.95108  1.5406  0.0  0.0  4270.58
1505157622.659  6.112  23.072  4.839e-05  0.003162  3.63561  3.22655  3.95108  1.53904  0.0  0.0  4292.14
1505157644.219  6.11  23.074  4.847e-05  0.003162  3.63561  3.22852  3.93719  1.53904  0.0  0.0  4313.98
1505157666.059  6.111  23.076  4.857e-05  0.003162  3.63561  3.22852  3.93608  1.53904  0.0  0.0  4335.53
1505157687.618  6.111  23.08  4.86e-05  0.003162  3.63561  3.22852  3.93608  1.53871  0.0  0.0  4357.36
1505157709.429  6.11  23.083  4.866e-05  0.003162  3.6321  3.22627  3.93608  1.53752  0.0  0.0  4378.92
1505157731.003  6.11  23.087  4.874e-05  0.003162  3.6321  3.22753  3.94043  1.53752  0.0  0.0  4400.48
1505157752.563  6.109  23.087  4.879e-05  0.003162  3.6321  3.22753  3.89289  1.54019  0.0  0.0  4422.34
1505157774.418  6.11  23.091  4.888e-05  0.003162  3.6321  3.22753  3.89289  1.53693  0.0  0.0  4444.14
1505157796.227  6.109  23.094  4.899e-05  0.003162  3.63498  3.22733  3.89289  1.53693  0.0  0.0  4465.97
1505157818.051  6.108  23.096  4.908e-05  0.003162  3.63498  3.22846  3.90989  1.53693  0.0  0.0  4487.78
1505157839.86  6.109  23.098  4.919e-05  0.003162  3.63498  3.22846  3.90124  1.53747  0.0  0.0  4509.32
1505157861.404  6.109  23.103  4.929e-05  0.003162  3.63498  3.22846  3.90124  1.53634  0.0  0.0  4531.11
1505157883.183  6.11  23.103  4.936e-05  0.003144  3.63485  3.22635  3.90124  1.53634  0.0  0.0  4552.65
1505157904.733  6.109  23.107  4.941e-05  0.003144  3.63485  3.22635  3.91121  1.53634  0.0  0.0  4574.19
1505157926.277  6.11  23.109  4.949e-05  0.003144  3.63485  3.22635  3.89526  1.53478  0.0  0.0  4595.75
1505157947.836  6.109  23.111  4.95e-05  0.003144  3.6386  3.22635  3.89526  1.53553  0.0  0.0  4617.31
1505157969.395  6.108  23.116  4.956e-05  0.003144  3.63413  3.2254  3.9419  1.53553  0.0  0.0  4638.86
1505157990.939  6.108  23.118  4.969e-05  0.003144  3.63413  3.2254  3.87587  1.53553  0.0  0.0  4660.65
1505158012.732  6.11  23.12  4.974e-05  0.003144  3.63413  3.2254  3.87587  1.53654  0.0  0.0  4682.21
1505158034.292  6.108  23.123  4.987e-05  0.003162  3.63323  3.2254  3.87587  1.53331  0.0  0.0  4704.03
1505158056.116  6.111  23.125  4.996e-05  0.003162  3.63323  3.22592  3.87654  1.53331  0.0  0.0  4725.59
1505158077.675  6.111  23.129  5.006e-05  0.003162  3.63323  3.22592  3.83436  1.53296  0.0  0.0  4747.42
1505158099.5  6.111  23.131  5.01e-05  0.003162  3.63323  3.22592  3.83436  1.53556  0.0  0.0  4768.98
1505158121.059  6.112  23.134  5.017e-05  0.003162  3.63378  3.22512  3.83436  1.53429  0.0  0.0  4790.53
1505158142.618  6.113  23.136  5.025e-05  0.003162  3.63378  3.22534  3.82539  1.53429  0.0  0.0  4812.34
1505158164.427  6.112  23.138  5.025e-05  0.003162  3.63378  3.22534  3.85499  1.53473  0.0  0.0  4833.89
1505158185.971  6.112  23.14  5.029e-05  0.003162  3.63378  3.22534  3.85499  1.53063  0.0  0.0  4855.7
